User,Driver,pickup,drop,cost,distance,date,time
user4,Maheshbhai,"Iskcon Temple, Ahmedabad","Stanza, Ahmedabad",105.4,5.27,2023-08-19,08:45:00
Nidhi,Sitara,"Nehru Bridge, Ahmedabad","lal darwaja, ahmedabad",10.4,0.52,2023-01-27,13:39:00
Nimi,Sitara,"nirma university, Ahmedabad","Iskcon Temple, Ahmedabad",234.6,11.73,2023-09-05,22:31:00
Sagar,Maheshbhai,"Manek Chowk, Ahmedabad","shott, Ahmedabad",222.8,11.14,2023-01-03,09:47:00
user3,Nayan,"Taj Skyline, ahmedabad","lal darwaja, ahmedabad",202.8,10.14,2023-06-17,16:12:00
Nisha,Tanasha,"Akshardham Temple, Gandhinagar","Vastrapur Lake, Ahmedabad",517.0,25.85,2023-03-22,01:15:00
N,Elon,"Science City, Ahmedabad","Sarkhej Roza, Ahmedabad",191.2,9.56,2023-05-04,20:34:00
user2,Elon,"Sarkhej Roza, Ahmedabad","courtyard marriott, Ahmedabad",80.4,4.02,2023-01-27,09:37:00
Nisha,Sitara,"Sarkhej Roza, Ahmedabad","courtyard marriott, Ahmedabad",80.4,4.02,2023-04-03,11:12:00
user1,Tanmay,"courtyard marriott, Ahmedabad","PrahladNagar Garden, Ahmedabad",35.0,1.75,2023-07-11,06:13:00
Naina,Sitara,"Taj Skyline, ahmedabad","Science City, Ahmedabad",79.4,3.97,2023-04-25,19:55:00
user3,Tanmay,"Vastrapur Lake, Ahmedabad","Science City, Ahmedabad",111.8,5.59,2023-10-23,09:35:00
Sagar,Tanmay,"Science City, Ahmedabad","Manek Chowk, Ahmedabad",227.8,11.39,2023-07-18,16:33:00
user4,Kunal,"Stanza, Ahmedabad","Sabarmati Ashram, Ahmedabad",272.2,13.61,2023-02-28,14:10:00
user1,Maheshbhai,"Law Garden, Ahmedabad","Kankaria Lake, Ahmedabad",90.8,4.54,2023-05-15,04:03:00
Nidhi,Sanjaybhai,"Vastrapur Lake, Ahmedabad","Science City, Ahmedabad",111.8,5.59,2023-06-24,12:01:00
Nisha,Maheshbhai,"Law Garden, Ahmedabad","Manek Chowk, Ahmedabad",57.6,2.88,2023-02-28,03:45:00
user4,Tanmay,"LD, Ahmedabad","lal darwaja, ahmedabad",68.0,3.4,2023-07-13,14:41:00
user4,Nayan,"Akshardham Temple, Gandhinagar","LD, Ahmedabad",507.6,25.38,2023-05-04,21:56:00
user4,Tanmay,"Sabarmati Ashram, Ahmedabad","Taj Skyline, ahmedabad",205.2,10.26,2023-06-15,19:55:00
N,pradeepbhai,"Manek Chowk, Ahmedabad","Akshardham Temple, Gandhinagar",488.8,24.44,2023-07-17,06:24:00
Sagar,Sanjaybhai,"lal darwaja, ahmedabad","Stanza, Ahmedabad",246.4,12.32,2023-06-19,08:54:00
Naina,Kunal,"lal darwaja, ahmedabad","shott, Ahmedabad",201.4,10.07,2023-07-16,20:22:00
N,Tanasha,"Stanza, Ahmedabad","shott, Ahmedabad",89.0,4.45,2023-01-01,14:05:00
Sagar,Sanjaybhai,"Law Garden, Ahmedabad","Jama Masjid, Ahmedabad",52.6,2.63,2023-04-20,01:12:00
sahil,Tanasha,"nirma university, Ahmedabad","lal darwaja, ahmedabad",241.2,12.06,2023-06-26,07:48:00
sahil,Atharv,"Vastrapur Lake, Ahmedabad","courtyard marriott, Ahmedabad",41.8,2.09,2023-10-01,14:19:00
Nidhi,Agasthya,"Iskcon Temple, Ahmedabad","Taj Skyline, ahmedabad",61.6,3.08,2023-06-01,01:41:00
user3,pradeepbhai,"Jama Masjid, Ahmedabad","Akshardham Temple, Gandhinagar",489.6,24.48,2023-11-22,08:45:00
user3,Elon,"courtyard marriott, Ahmedabad","Law Garden, Ahmedabad",100.6,5.03,2023-11-27,10:21:00
Naina,Tanasha,"Akshardham Temple, Gandhinagar","shott, Ahmedabad",567.6,28.38,2023-03-25,15:19:00
user5,Sanjaybhai,"Law Garden, Ahmedabad","Sabarmati Ashram, Ahmedabad",84.8,4.24,2023-05-14,04:41:00
Nidhi,Atharv,"Law Garden, Ahmedabad","Stanza, Ahmedabad",211.6,10.58,2023-04-16,23:12:00
user2,Tanmay,"Law Garden, Ahmedabad","Sarkhej Roza, Ahmedabad",137.8,6.89,2023-08-04,12:17:00
Nidhi,pradeepbhai,"nirma university, Ahmedabad","Science City, Ahmedabad",151.2,7.56,2023-07-09,14:20:00
user3,Nayan,"Iskcon Temple, Ahmedabad","Law Garden, Ahmedabad",111.2,5.56,2023-11-26,07:22:00
user1,Elon,"Jama Masjid, Ahmedabad","Kankaria Lake, Ahmedabad",47.2,2.36,2023-06-01,12:36:00
user3,Tanasha,"Taj Skyline, ahmedabad","PrahladNagar Garden, Ahmedabad",84.6,4.23,2023-10-18,03:32:00
Nidhi,Sitara,"Kankaria Lake, Ahmedabad","Law Garden, Ahmedabad",90.8,4.54,2023-02-13,16:09:00
sahil,Sanjaybhai,"lal darwaja, ahmedabad","Nehru Bridge, Ahmedabad",10.4,0.52,2023-07-28,02:03:00
sahil,Hena,"Jama Masjid, Ahmedabad","Sarkhej Roza, Ahmedabad",181.2,9.06,2023-05-27,06:46:00
user4,Tanmay,"Iskcon Temple, Ahmedabad","Kankaria Lake, Ahmedabad",196.2,9.81,2023-05-15,04:49:00
Nidhi,Tanmay,"PrahladNagar Garden, Ahmedabad","Sabarmati Ashram, Ahmedabad",185.0,9.25,2023-01-14,17:12:00
user4,Agasthya,"Sabarmati Ashram, Ahmedabad","Manek Chowk, Ahmedabad",83.6,4.18,2023-07-21,22:00:00
Nisha,Elon,"Iskcon Temple, Ahmedabad","Akshardham Temple, Gandhinagar",561.8,28.09,2023-02-04,14:14:00
user5,Sanjaybhai,"Nehru Bridge, Ahmedabad","nirma university, Ahmedabad",233.0,11.65,2023-07-10,10:40:00
sahil,Sitara,"Taj Skyline, ahmedabad","nirma university, Ahmedabad",226.4,11.32,2023-07-28,02:45:00
user4,Agasthya,"Iskcon Temple, Ahmedabad","LD, Ahmedabad",82.4,4.12,2023-11-23,17:11:00
user1,Nayan,"Iskcon Temple, Ahmedabad","Sarkhej Roza, Ahmedabad",80.6,4.03,2023-03-23,19:33:00
Nisha,Sanjaybhai,"nirma university, Ahmedabad","Science City, Ahmedabad",151.2,7.56,2023-04-04,14:26:00
Nidhi,Maheshbhai,"Iskcon Temple, Ahmedabad","Taj Skyline, ahmedabad",61.6,3.08,2023-01-23,20:01:00
user5,Maheshbhai,"Nehru Bridge, Ahmedabad","Law Garden, Ahmedabad",27.4,1.37,2023-06-18,18:34:00
Nisha,Hena,"Taj Skyline, ahmedabad","LD, Ahmedabad",135.0,6.75,2023-08-23,06:51:00
sahil,Agasthya,"Nehru Bridge, Ahmedabad","Sabarmati Ashram, Ahmedabad",74.8,3.74,2023-07-25,21:47:00
Sagar,Tanvi,"lal darwaja, ahmedabad","Kankaria Lake, Ahmedabad",58.6,2.93,2023-04-21,23:32:00
user4,Prateek,"Stanza, Ahmedabad","Taj Skyline, ahmedabad",88.2,4.41,2023-07-24,00:10:00
user3,Tanasha,"Sarkhej Roza, Ahmedabad","courtyard marriott, Ahmedabad",80.4,4.02,2023-08-25,03:03:00
Nisha,Tanvi,"Akshardham Temple, Gandhinagar","Law Garden, Ahmedabad",505.8,25.29,2023-01-23,03:46:00
Sagar,Sitara,"Law Garden, Ahmedabad","Kankaria Lake, Ahmedabad",90.8,4.54,2023-02-07,14:29:00
Nimi,Nayan,"Science City, Ahmedabad","Nehru Bridge, Ahmedabad",198.4,9.92,2023-02-03,19:05:00
Nisha,Agasthya,"nirma university, Ahmedabad","Sabarmati Ashram, Ahmedabad",168.2,8.41,2023-01-23,03:43:00
N,Kunal,"Sabarmati Ashram, Ahmedabad","Kankaria Lake, Ahmedabad",125.8,6.29,2023-09-02,21:46:00
user3,Tanmay,"Sarkhej Roza, Ahmedabad","nirma university, Ahmedabad",312.6,15.63,2023-02-04,13:33:00
user5,Nayan,"Stanza, Ahmedabad","Manek Chowk, Ahmedabad",267.4,13.37,2023-08-23,03:40:00
user2,Kunal,"Iskcon Temple, Ahmedabad","Iskcon Temple, Ahmedabad",0.0,0.0,2023-09-04,19:15:00
sahil,Tanmay,"Taj Skyline, ahmedabad","shott, Ahmedabad",1.4,0.07,2023-03-19,20:06:00
user2,Kunal,"LD, Ahmedabad","Taj Skyline, ahmedabad",135.0,6.75,2023-05-11,00:04:00
user2,Sanjaybhai,"PrahladNagar Garden, Ahmedabad","Manek Chowk, Ahmedabad",171.4,8.57,2023-02-08,15:04:00
Nidhi,pradeepbhai,"Science City, Ahmedabad","Stanza, Ahmedabad",166.6,8.33,2023-11-14,09:41:00
Nimi,Kunal,"LD, Ahmedabad","Science City, Ahmedabad",145.8,7.29,2023-02-14,23:50:00
Nidhi,Tanvi,"Sarkhej Roza, Ahmedabad","LD, Ahmedabad",124.4,6.22,2023-02-25,20:12:00
Nisha,Maheshbhai,"Nehru Bridge, Ahmedabad","nirma university, Ahmedabad",233.0,11.65,2023-09-14,03:30:00
Sagar,Elon,"Kankaria Lake, Ahmedabad","Stanza, Ahmedabad",287.6,14.38,2023-10-09,07:31:00
Naina,pradeepbhai,"Jama Masjid, Ahmedabad","Kankaria Lake, Ahmedabad",47.2,2.36,2023-03-24,07:27:00
user4,Kunal,"PrahladNagar Garden, Ahmedabad","Science City, Ahmedabad",145.4,7.27,2023-07-07,13:38:00
N,Elon,"Sarkhej Roza, Ahmedabad","PrahladNagar Garden, Ahmedabad",46.6,2.33,2023-06-22,12:17:00
Sagar,Agasthya,"nirma university, Ahmedabad","courtyard marriott, Ahmedabad",232.6,11.63,2023-04-12,19:56:00
Sagar,Atharv,"Jama Masjid, Ahmedabad","Science City, Ahmedabad",223.0,11.15,2023-06-17,07:37:00
user2,Nayan,"Manek Chowk, Ahmedabad","Vastrapur Lake, Ahmedabad",127.6,6.38,2023-05-27,12:29:00
user1,Sanjaybhai,"Science City, Ahmedabad","Manek Chowk, Ahmedabad",227.8,11.39,2023-10-23,11:45:00
N,Nayan,"Science City, Ahmedabad","PrahladNagar Garden, Ahmedabad",145.4,7.27,2023-11-20,23:14:00
user5,Tanvi,"lal darwaja, ahmedabad","Manek Chowk, Ahmedabad",21.4,1.07,2023-03-02,08:35:00
Nisha,Tanmay,"LD, Ahmedabad","Manek Chowk, Ahmedabad",89.2,4.46,2023-10-08,18:27:00
user4,Tanasha,"LD, Ahmedabad","Vastrapur Lake, Ahmedabad",38.6,1.93,2023-07-05,18:30:00
Nisha,Atharv,"Akshardham Temple, Gandhinagar","courtyard marriott, Ahmedabad",556.4,27.82,2023-01-16,06:02:00
sahil,Tanasha,"lal darwaja, ahmedabad","nirma university, Ahmedabad",241.2,12.06,2023-02-12,22:38:00
user3,Tanasha,"Iskcon Temple, Ahmedabad","Sabarmati Ashram, Ahmedabad",166.8,8.34,2023-11-06,10:47:00
Sagar,Sitara,"nirma university, Ahmedabad","Law Garden, Ahmedabad",228.4,11.42,2023-01-17,06:35:00
user3,Sitara,"lal darwaja, ahmedabad","Sabarmati Ashram, Ahmedabad",79.8,3.99,2023-07-15,23:12:00
user5,Tanvi,"Kankaria Lake, Ahmedabad","Nehru Bridge, Ahmedabad",69.0,3.45,2023-08-15,14:50:00
Naina,Tanasha,"Law Garden, Ahmedabad","LD, Ahmedabad",32.6,1.63,2023-02-11,23:56:00
user3,Maheshbhai,"Stanza, Ahmedabad","Sarkhej Roza, Ahmedabad",102.0,5.1,2023-03-18,21:35:00
Nidhi,Sitara,"Sabarmati Ashram, Ahmedabad","Taj Skyline, ahmedabad",205.2,10.26,2023-03-20,11:58:00
user1,pradeepbhai,"Jama Masjid, Ahmedabad","Science City, Ahmedabad",223.0,11.15,2023-01-18,19:48:00
user4,Elon,"Vastrapur Lake, Ahmedabad","Science City, Ahmedabad",111.8,5.59,2023-02-25,03:20:00
Nimi,pradeepbhai,"Manek Chowk, Ahmedabad","Iskcon Temple, Ahmedabad",168.6,8.43,2023-02-02,03:50:00
user3,Atharv,"Law Garden, Ahmedabad","courtyard marriott, Ahmedabad",100.6,5.03,2023-05-04,22:55:00
user1,Atharv,"LD, Ahmedabad","Stanza, Ahmedabad",186.0,9.3,2023-05-19,14:40:00
Sagar,Tanmay,"Taj Skyline, ahmedabad","Kankaria Lake, Ahmedabad",255.2,12.76,2023-03-08,23:06:00
Nisha,Tanmay,"courtyard marriott, Ahmedabad","Law Garden, Ahmedabad",100.6,5.03,2023-07-16,16:24:00
Nisha,Elon,"Science City, Ahmedabad","nirma university, Ahmedabad",151.2,7.56,2023-01-03,02:13:00
user1,pradeepbhai,"Sarkhej Roza, Ahmedabad","Science City, Ahmedabad",191.2,9.56,2023-09-18,13:02:00
N,Hena,"Nehru Bridge, Ahmedabad","Science City, Ahmedabad",198.4,9.92,2023-02-27,18:32:00
user1,Elon,"Stanza, Ahmedabad","Akshardham Temple, Gandhinagar",655.2,32.76,2023-07-13,00:38:00
Nisha,Prateek,"Manek Chowk, Ahmedabad","Law Garden, Ahmedabad",57.6,2.88,2023-07-05,07:35:00
user2,Kunal,"PrahladNagar Garden, Ahmedabad","Vastrapur Lake, Ahmedabad",73.2,3.66,2023-06-09,06:10:00
Nisha,Tanvi,"Iskcon Temple, Ahmedabad","Jama Masjid, Ahmedabad",163.6,8.18,2023-11-20,21:41:00
user4,Sanjaybhai,"Iskcon Temple, Ahmedabad","Nehru Bridge, Ahmedabad",138.6,6.93,2023-09-12,02:57:00
user2,Prateek,"Sabarmati Ashram, Ahmedabad","Stanza, Ahmedabad",272.2,13.61,2023-11-17,18:44:00
Nidhi,Sitara,"PrahladNagar Garden, Ahmedabad","Vastrapur Lake, Ahmedabad",73.2,3.66,2023-06-11,03:46:00
N,Atharv,"Kankaria Lake, Ahmedabad","shott, Ahmedabad",253.8,12.69,2023-06-28,17:31:00
user4,Atharv,"Iskcon Temple, Ahmedabad","Law Garden, Ahmedabad",111.2,5.56,2023-08-01,15:42:00
user5,Tanasha,"Manek Chowk, Ahmedabad","courtyard marriott, Ahmedabad",158.0,7.9,2023-09-28,17:12:00
user2,Tanvi,"Law Garden, Ahmedabad","Manek Chowk, Ahmedabad",57.6,2.88,2023-06-27,13:03:00
Naina,Agasthya,"Jama Masjid, Ahmedabad","shott, Ahmedabad",217.6,10.88,2023-02-28,00:23:00
Nisha,Maheshbhai,"Akshardham Temple, Gandhinagar","LD, Ahmedabad",507.6,25.38,2023-04-25,04:25:00
sahil,Hena,"Taj Skyline, ahmedabad","Stanza, Ahmedabad",88.2,4.41,2023-01-14,06:51:00
Nidhi,pradeepbhai,"Jama Masjid, Ahmedabad","Vastrapur Lake, Ahmedabad",122.6,6.13,2023-07-22,15:48:00
user3,Atharv,"lal darwaja, ahmedabad","LD, Ahmedabad",68.0,3.4,2023-09-22,00:28:00
user2,Elon,"Nehru Bridge, Ahmedabad","Manek Chowk, Ahmedabad",31.0,1.55,2023-10-07,10:55:00
Nidhi,Prateek,"Iskcon Temple, Ahmedabad","Science City, Ahmedabad",112.4,5.62,2023-09-06,23:54:00
Nimi,Tanvi,"Nehru Bridge, Ahmedabad","lal darwaja, ahmedabad",10.4,0.52,2023-01-17,02:35:00
sahil,Tanmay,"Vastrapur Lake, Ahmedabad","lal darwaja, ahmedabad",106.6,5.33,2023-07-09,16:21:00
user4,Elon,"Kankaria Lake, Ahmedabad","Sabarmati Ashram, Ahmedabad",125.8,6.29,2023-08-18,14:52:00
user3,Prateek,"Jama Masjid, Ahmedabad","Nehru Bridge, Ahmedabad",25.8,1.29,2023-03-24,16:28:00
Sagar,Sitara,"Law Garden, Ahmedabad","Sabarmati Ashram, Ahmedabad",84.8,4.24,2023-04-23,03:22:00
Nimi,Sanjaybhai,"Stanza, Ahmedabad","Law Garden, Ahmedabad",211.6,10.58,2023-06-09,17:58:00
N,Nayan,"Iskcon Temple, Ahmedabad","PrahladNagar Garden, Ahmedabad",34.0,1.7,2023-11-22,17:49:00
Nimi,pradeepbhai,"Manek Chowk, Ahmedabad","Stanza, Ahmedabad",267.4,13.37,2023-11-02,02:50:00
Nimi,Tanvi,"PrahladNagar Garden, Ahmedabad","lal darwaja, ahmedabad",150.6,7.53,2023-01-13,18:57:00
Nisha,Nayan,"Iskcon Temple, Ahmedabad","courtyard marriott, Ahmedabad",10.6,0.53,2023-06-25,10:42:00
Nisha,Prateek,"Jama Masjid, Ahmedabad","Kankaria Lake, Ahmedabad",47.2,2.36,2023-04-15,06:48:00
user2,Tanmay,"Vastrapur Lake, Ahmedabad","Law Garden, Ahmedabad",71.2,3.56,2023-03-01,00:18:00
sahil,Hena,"Nehru Bridge, Ahmedabad","Vastrapur Lake, Ahmedabad",96.8,4.84,2023-02-13,08:02:00
Sagar,Elon,"shott, Ahmedabad","Manek Chowk, Ahmedabad",222.8,11.14,2023-06-03,01:43:00
N,Atharv,"Kankaria Lake, Ahmedabad","shott, Ahmedabad",253.8,12.69,2023-08-12,01:06:00
user3,Tanmay,"Sabarmati Ashram, Ahmedabad","Kankaria Lake, Ahmedabad",125.8,6.29,2023-01-11,10:57:00
user5,Prateek,"shott, Ahmedabad","Science City, Ahmedabad",78.8,3.94,2023-02-11,02:17:00
sahil,Atharv,"Sarkhej Roza, Ahmedabad","nirma university, Ahmedabad",312.6,15.63,2023-11-08,10:51:00
Sagar,pradeepbhai,"Jama Masjid, Ahmedabad","Iskcon Temple, Ahmedabad",163.6,8.18,2023-11-16,15:28:00
Nisha,Atharv,"Jama Masjid, Ahmedabad","lal darwaja, ahmedabad",16.4,0.82,2023-07-13,10:43:00
Nidhi,Tanasha,"nirma university, Ahmedabad","Sabarmati Ashram, Ahmedabad",168.2,8.41,2023-02-22,00:12:00
Nidhi,Agasthya,"Law Garden, Ahmedabad","Sabarmati Ashram, Ahmedabad",84.8,4.24,2023-09-22,19:36:00
Nimi,Kunal,"Sabarmati Ashram, Ahmedabad","Science City, Ahmedabad",180.2,9.01,2023-05-10,16:41:00
Nimi,Sanjaybhai,"shott, Ahmedabad","Sarkhej Roza, Ahmedabad",124.0,6.2,2023-04-06,07:03:00
user5,Agasthya,"Stanza, Ahmedabad","Taj Skyline, ahmedabad",88.2,4.41,2023-06-10,02:38:00
user5,Nayan,"Iskcon Temple, Ahmedabad","courtyard marriott, Ahmedabad",10.6,0.53,2023-09-06,14:53:00
Nimi,Atharv,"Taj Skyline, ahmedabad","PrahladNagar Garden, Ahmedabad",84.6,4.23,2023-03-23,19:22:00
user5,pradeepbhai,"PrahladNagar Garden, Ahmedabad","Nehru Bridge, Ahmedabad",143.4,7.17,2023-04-11,06:41:00
sahil,Kunal,"shott, Ahmedabad","Manek Chowk, Ahmedabad",222.8,11.14,2023-03-02,15:04:00
N,Prateek,"lal darwaja, ahmedabad","Iskcon Temple, Ahmedabad",147.2,7.36,2023-06-28,07:59:00
N,pradeepbhai,"Taj Skyline, ahmedabad","lal darwaja, ahmedabad",202.8,10.14,2023-02-28,23:10:00
user4,Elon,"Law Garden, Ahmedabad","Jama Masjid, Ahmedabad",52.6,2.63,2023-05-17,04:14:00
N,Agasthya,"Taj Skyline, ahmedabad","Vastrapur Lake, Ahmedabad",97.0,4.85,2023-11-27,15:04:00
user3,Tanvi,"Kankaria Lake, Ahmedabad","shott, Ahmedabad",253.8,12.69,2023-04-04,11:46:00
Sagar,Agasthya,"Sarkhej Roza, Ahmedabad","Law Garden, Ahmedabad",137.8,6.89,2023-05-23,03:02:00
Sagar,Kunal,"Vastrapur Lake, Ahmedabad","nirma university, Ahmedabad",201.8,10.09,2023-07-25,03:01:00
user2,Atharv,"nirma university, Ahmedabad","Sarkhej Roza, Ahmedabad",312.6,15.63,2023-03-26,07:10:00
Nidhi,Maheshbhai,"Science City, Ahmedabad","Vastrapur Lake, Ahmedabad",111.8,5.59,2023-04-12,10:51:00
user2,Elon,"Sarkhej Roza, Ahmedabad","Jama Masjid, Ahmedabad",181.2,9.06,2023-07-14,18:06:00
Naina,Hena,"Nehru Bridge, Ahmedabad","Iskcon Temple, Ahmedabad",138.6,6.93,2023-04-18,04:36:00
Naina,Tanmay,"Jama Masjid, Ahmedabad","Akshardham Temple, Gandhinagar",489.6,24.48,2023-05-09,14:36:00
Nimi,Prateek,"Akshardham Temple, Gandhinagar","Iskcon Temple, Ahmedabad",561.8,28.09,2023-06-19,01:27:00
user2,Nayan,"Manek Chowk, Ahmedabad","courtyard marriott, Ahmedabad",158.0,7.9,2023-05-24,12:49:00
sahil,Agasthya,"Stanza, Ahmedabad","Taj Skyline, ahmedabad",88.2,4.41,2023-01-09,07:18:00
Nisha,Elon,"shott, Ahmedabad","Iskcon Temple, Ahmedabad",60.6,3.03,2023-06-14,13:23:00
Nisha,Tanasha,"Iskcon Temple, Ahmedabad","courtyard marriott, Ahmedabad",10.6,0.53,2023-09-27,03:14:00
user1,Hena,"PrahladNagar Garden, Ahmedabad","Kankaria Lake, Ahmedabad",192.2,9.61,2023-06-20,01:33:00
Nisha,Sanjaybhai,"courtyard marriott, Ahmedabad","Sarkhej Roza, Ahmedabad",80.4,4.02,2023-02-16,02:46:00
N,Elon,"Nehru Bridge, Ahmedabad","PrahladNagar Garden, Ahmedabad",143.4,7.17,2023-04-12,22:05:00
user2,Sitara,"shott, Ahmedabad","lal darwaja, ahmedabad",201.4,10.07,2023-05-05,10:39:00
Nimi,Prateek,"Sabarmati Ashram, Ahmedabad","Taj Skyline, ahmedabad",205.2,10.26,2023-09-14,01:00:00
Naina,Atharv,"PrahladNagar Garden, Ahmedabad","Nehru Bridge, Ahmedabad",143.4,7.17,2023-06-18,02:52:00
user4,Sanjaybhai,"Stanza, Ahmedabad","Jama Masjid, Ahmedabad",262.6,13.13,2023-06-26,23:45:00
user3,Tanvi,"Jama Masjid, Ahmedabad","Iskcon Temple, Ahmedabad",163.6,8.18,2023-10-06,08:11:00
Sagar,Tanmay,"Sarkhej Roza, Ahmedabad","Stanza, Ahmedabad",102.0,5.1,2023-07-02,09:26:00
user2,Tanasha,"Taj Skyline, ahmedabad","Manek Chowk, Ahmedabad",224.0,11.2,2023-06-15,03:14:00
Naina,pradeepbhai,"courtyard marriott, Ahmedabad","Kankaria Lake, Ahmedabad",185.6,9.28,2023-10-02,11:56:00
N,Sanjaybhai,"Law Garden, Ahmedabad","Taj Skyline, ahmedabad",166.8,8.34,2023-01-14,23:08:00
user1,Sanjaybhai,"Manek Chowk, Ahmedabad","lal darwaja, ahmedabad",21.4,1.07,2023-03-13,03:40:00
Nimi,Tanvi,"Sabarmati Ashram, Ahmedabad","Akshardham Temple, Gandhinagar",420.8,21.04,2023-03-03,18:20:00
Nisha,pradeepbhai,"Science City, Ahmedabad","shott, Ahmedabad",78.8,3.94,2023-08-25,20:34:00
Nidhi,Tanasha,"Stanza, Ahmedabad","Vastrapur Lake, Ahmedabad",155.8,7.79,2023-01-08,15:24:00
user2,Elon,"Kankaria Lake, Ahmedabad","Jama Masjid, Ahmedabad",47.2,2.36,2023-09-15,03:09:00
user5,Maheshbhai,"Akshardham Temple, Gandhinagar","Nehru Bridge, Ahmedabad",492.8,24.64,2023-03-09,18:59:00
sahil,Agasthya,"Jama Masjid, Ahmedabad","lal darwaja, ahmedabad",16.4,0.82,2023-04-24,04:05:00
Nidhi,Sanjaybhai,"courtyard marriott, Ahmedabad","Iskcon Temple, Ahmedabad",10.6,0.53,2023-01-10,23:51:00
Nidhi,Hena,"Science City, Ahmedabad","Sabarmati Ashram, Ahmedabad",180.2,9.01,2023-06-22,20:04:00
user5,Tanvi,"Jama Masjid, Ahmedabad","Iskcon Temple, Ahmedabad",163.6,8.18,2023-05-01,01:06:00
Naina,Tanvi,"courtyard marriott, Ahmedabad","Akshardham Temple, Gandhinagar",556.4,27.82,2023-03-01,16:56:00
Nisha,Tanmay,"LD, Ahmedabad","Taj Skyline, ahmedabad",135.0,6.75,2023-03-07,10:37:00
Nidhi,Hena,"courtyard marriott, Ahmedabad","lal darwaja, ahmedabad",136.6,6.83,2023-11-26,00:12:00
user2,Hena,"nirma university, Ahmedabad","PrahladNagar Garden, Ahmedabad",267.4,13.37,2023-07-23,22:38:00
user4,Tanmay,"Stanza, Ahmedabad","lal darwaja, ahmedabad",246.4,12.32,2023-02-13,20:33:00
user3,Tanasha,"Nehru Bridge, Ahmedabad","Manek Chowk, Ahmedabad",31.0,1.55,2023-03-12,21:48:00
Nimi,Tanasha,"nirma university, Ahmedabad","LD, Ahmedabad",211.6,10.58,2023-11-14,15:14:00
Nidhi,pradeepbhai,"Law Garden, Ahmedabad","Iskcon Temple, Ahmedabad",111.2,5.56,2023-01-09,21:45:00
sahil,Maheshbhai,"lal darwaja, ahmedabad","PrahladNagar Garden, Ahmedabad",150.6,7.53,2023-01-25,17:52:00
user3,Atharv,"nirma university, Ahmedabad","Iskcon Temple, Ahmedabad",234.6,11.73,2023-11-13,03:39:00
Naina,Sitara,"Sarkhej Roza, Ahmedabad","LD, Ahmedabad",124.4,6.22,2023-06-01,22:27:00
Nidhi,Sitara,"nirma university, Ahmedabad","Vastrapur Lake, Ahmedabad",201.8,10.09,2023-09-11,18:18:00
Nidhi,Nayan,"Kankaria Lake, Ahmedabad","Stanza, Ahmedabad",287.6,14.38,2023-09-25,13:30:00
N,Tanasha,"Taj Skyline, ahmedabad","Jama Masjid, Ahmedabad",219.0,10.95,2023-11-27,21:39:00
Nisha,Sanjaybhai,"LD, Ahmedabad","Jama Masjid, Ahmedabad",84.0,4.2,2023-08-12,03:31:00
user5,Atharv,"Law Garden, Ahmedabad","Sabarmati Ashram, Ahmedabad",84.8,4.24,2023-01-18,10:29:00
user2,Atharv,"shott, Ahmedabad","lal darwaja, ahmedabad",201.4,10.07,2023-03-03,05:48:00
user4,pradeepbhai,"Taj Skyline, ahmedabad","Nehru Bridge, Ahmedabad",193.2,9.66,2023-05-01,12:08:00
user3,Maheshbhai,"courtyard marriott, Ahmedabad","Nehru Bridge, Ahmedabad",128.0,6.4,2023-03-07,17:29:00
Naina,Hena,"Stanza, Ahmedabad","Iskcon Temple, Ahmedabad",105.4,5.27,2023-10-19,09:22:00
user3,Agasthya,"Kankaria Lake, Ahmedabad","Akshardham Temple, Gandhinagar",517.6,25.88,2023-11-23,15:07:00
Nidhi,Tanmay,"courtyard marriott, Ahmedabad","Jama Masjid, Ahmedabad",153.0,7.65,2023-06-04,10:40:00
user1,Atharv,"LD, Ahmedabad","Nehru Bridge, Ahmedabad",58.4,2.92,2023-01-26,19:34:00
user1,Maheshbhai,"Manek Chowk, Ahmedabad","Iskcon Temple, Ahmedabad",168.6,8.43,2023-04-08,01:05:00
Nisha,Tanmay,"LD, Ahmedabad","Sabarmati Ashram, Ahmedabad",92.2,4.61,2023-02-11,23:45:00
N,Nayan,"Akshardham Temple, Gandhinagar","PrahladNagar Garden, Ahmedabad",590.0,29.5,2023-04-18,09:59:00
user5,Kunal,"Akshardham Temple, Gandhinagar","Jama Masjid, Ahmedabad",489.6,24.48,2023-10-24,15:02:00
sahil,Sanjaybhai,"Iskcon Temple, Ahmedabad","LD, Ahmedabad",82.4,4.12,2023-10-23,03:46:00
user1,Prateek,"Taj Skyline, ahmedabad","LD, Ahmedabad",135.0,6.75,2023-01-11,04:58:00
user5,Elon,"shott, Ahmedabad","LD, Ahmedabad",133.6,6.68,2023-06-11,21:05:00
N,Hena,"Sabarmati Ashram, Ahmedabad","Kankaria Lake, Ahmedabad",125.8,6.29,2023-10-02,15:03:00
user3,pradeepbhai,"Law Garden, Ahmedabad","Vastrapur Lake, Ahmedabad",71.2,3.56,2023-09-14,00:24:00
Naina,Prateek,"Sarkhej Roza, Ahmedabad","Taj Skyline, ahmedabad",124.6,6.23,2023-10-01,22:42:00
N,Prateek,"Iskcon Temple, Ahmedabad","Stanza, Ahmedabad",105.4,5.27,2023-09-18,10:04:00
